"STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","AFFGEOID","GEOID","NAME","LSAD","ALAND","AWATER","�..OBJECTID_1","OBJECTID","STATEFP.1","COUNTYFP.1","TRACTCE.1","BLKGRPCE.1","GEOID.1","NAMELSAD","MTFCC","FUNCSTAT","ALAND.1","AWATER.1","INTPTLAT","INTPTLON","GEOID_1","County","State","ELIGFY19","TotPovUniv","Num18BG","Pct18BG","TotPovUn_1","Num12BG","Pct12BG","GEOIDTRACT","TotPovUn_2","Num18CT","Pct18CT","TotPovUn_3","Num12CT","Pct12CT","BLGELIGFY1","TRACTELIGF","STFIPS","CTYFIPS","CTFIPS","BGFIPS","Shape_Leng","Shape__Area","Shape__Length","GEOID.2","ID18","Tot18","ID12","Tot12","firstGEOID18","B1_ID18","B1_Tot18","B1_ID12","B1_Tot12","secondGEOID18","B2_ID18","B2_Tot18","B2_ID12","B2_Tot12","weightnum18","weightpov18","weightPerc18","weightnum12","weightpov12","weightPerc12"
"35","007","950700","3","1500000US350079507003","350079507003","3","BG","2911506430","9356014",127117,127117,35,7,950700,3,350079507003,"Block Group 3","G5030","S",2911503912,9356014,36.5517512,-104.998355,350079507003," Colfax County"," New Mexico","Yes",205,150,73.2,155,140,90.3,35007950700,870,655,75.3,570,480,84.2,"Yes","Yes",35,7,950700,3,3.93804562328,0.294130482998298,3.93804562408081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","000206","1","1500000US350010002061","350010002061","1","BG","703445","0",126450,126450,35,1,206,1,350010002061,"Block Group 1","G5030","S",703444,0,35.1204128,-106.5817449,350010002061," Bernalillo County"," New Mexico","No",305,100,32.8,175,75,42.9,35001000206,680,125,18.4,355,105,29.6,"No","No",35,1,206,1,0.0340727625494,6.95590329087281e-05,0.034072761743043,"350010002061",100,305,75,175,"350010002051",15,20,15,20,"350010002054",130,190,95,150,245,515,47.5728155339806,185,345,53.6231884057971
"35","001","000601","3","1500000US350010006013","350010006013","3","BG","652459","0",126485,126485,35,1,601,3,350010006013,"Block Group 3","G5030","S",652459,0,35.0909723,-106.573144,350010006013," Bernalillo County"," New Mexico","Yes",35,0,0,15,0,0,35001000601,540,260,48.1,420,220,52.4,"No","Yes",35,1,601,3,0.0323581873945,6.44944659597968e-05,0.032358187891571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","000127","3","1500000US350010001273","350010001273","3","BG","541653","0",126438,126438,35,1,127,3,350010001273,"Block Group 3","G5030","S",541653,0,35.0985034,-106.5286994,350010001273," Bernalillo County"," New Mexico","No",160,40,25,105,40,38.1,35001000127,560,165,29.5,415,145,34.9,"No","No",35,1,127,3,0.0308978727659,5.3546401886706e-05,0.030897871908173,"350010001273",40,160,40,105,"350010001153",135,180,135,160,"350010001231",0,95,0,60,175,435,40.2298850574713,175,325,53.8461538461538
"35","001","003737","1","1500000US350010037371","350010037371","1","BG","878953","0",126940,126940,35,1,3737,1,350010037371,"Block Group 1","G5030","S",878956,0,35.142061,-106.5076462,350010037371," Bernalillo County"," New Mexico","No",140,0,0,75,0,0,35001003737,560,0,0,335,0,0,"No","No",35,1,3737,1,0.0477568740372,8.69367345330829e-05,0.0477568739264133,"350010037371",0,140,0,75,"350010037383",145,255,55,100,"350010037384",260,335,140,185,405,730,55.4794520547945,195,360,54.1666666666667
"35","001","000601","1","1500000US350010006011","350010006011","1","BG","887074","0",126473,126473,35,1,601,1,350010006011,"Block Group 1","G5030","S",887074,0,35.08962,-106.5571065,350010006011," Bernalillo County"," New Mexico","Yes",180,130,72.2,180,130,72.2,35001000601,540,260,48.1,420,220,52.4,"Yes","Yes",35,1,601,1,0.0639461898172,8.7684417167111e-05,0.0639461894520363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","031","943600","4","1500000US350319436004","350319436004","4","BG","246004798","320031",127236,127236,35,31,943600,4,350319436004,"Block Group 4","G5030","S",246004798,320031,35.6033675,-108.2434724,350319436004," McKinley County"," New Mexico","Yes",150,130,86.7,85,75,88.2,35031943600,1860,1485,79.8,1120,895,79.9,"Yes","Yes",35,31,943600,4,0.99485511911,0.0245017788981841,0.994855122328134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","004742","1","1500000US350010047421","350010047421","1","BG","21956","0",126943,126943,35,1,4742,1,350010047421,"Block Group 1","G5030","S",21956,0,35.1225989,-106.7276033,350010047421," Bernalillo County"," New Mexico","No",0,0,0,0,0,0,35001004742,1775,825,46.5,1135,535,47.1,"No","No",35,1,4742,1,0.0191798745119,2.17126194002049e-06,0.019179874758982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","035","000305","4","1500000US350350003054","350350003054","4","BG","566406","0",127247,127247,35,35,305,4,350350003054,"Block Group 4","G5030","S",566489,0,32.9116837,-105.948501,350350003054," Otero County"," New Mexico","Yes",385,180,46.8,335,160,47.8,35035000305,1255,780,62.2,940,540,57.4,"No","Yes",35,35,305,4,0.0295844675132,5.46035116713028e-05,0.0295844662117682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","045","943000","3","1500000US350459430003","350459430003","3","BG","1252273482","30095",126988,126988,35,45,943000,3,350459430003,"Block Group 3","G5030","S",1252273481,30095,36.4018146,-108.4147089,350459430003," San Juan County"," New Mexico","Yes",370,320,86.5,245,205,83.7,35045943000,1465,1020,69.6,995,660,66.3,"Yes","Yes",35,45,943000,3,2.02806813149,0.125825919302315,2.02806812395334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","045","000401","4","1500000US350450004014","350450004014","4","BG","304309","0",127553,127553,35,45,401,4,350450004014,"Block Group 4","G5030","S",304865,0,36.7417425,-108.205477,350450004014," San Juan County"," New Mexico","Yes",220,140,63.6,35,0,0,35045000401,1530,850,55.6,1030,550,53.4,"Yes","Yes",35,45,401,4,0.0223576004721,3.07594136756961e-05,0.0223575997026785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003202","3","1500000US350010032023","350010032023","3","BG","406966","0",126736,126736,35,1,3202,3,350010032023,"Block Group 3","G5030","S",406960,0,35.1285287,-106.6443051,350010032023," Bernalillo County"," New Mexico","Yes",270,30,11.1,215,30,14,35001003202,1715,975,56.9,1345,815,60.6,"No","Yes",35,1,3202,3,0.0271076640963,4.02456539632112e-05,0.0271076651235455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","025","000600","6","1500000US350250006006","350250006006","6","BG","307575","0",127183,127183,35,25,600,6,350250006006,"Block Group 6","G5030","S",307575,0,32.7149534,-103.1517247,350250006006," Lea County"," New Mexico","No",285,80,28.1,125,20,16,35025000600,2445,1020,41.7,1605,540,33.6,"No","No",35,25,600,6,0.0255863294165,2.95827392164938e-05,0.025586327381144,"350250006006",80,285,20,125,"350250002003",305,540,235,390,"350250006005",300,315,235,235,685,1140,60.0877192982456,490,750,65.3333333333333
"35","001","000207","1","1500000US350010002071","350010002071","1","BG","642614","0",127646,127646,35,1,207,1,350010002071,"Block Group 1","G5030","S",642614,0,35.112762,-106.5732135,350010002071," Bernalillo County"," New Mexico","No",195,25,12.8,150,0,0,35001000207,440,125,28.4,300,55,18.3,"No","No",35,1,207,1,0.032062460938,6.35381443316874e-05,0.032062461752473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","009","000400","4","1500000US350090004004","350090004004","4","BG","1093127","0",127517,127517,35,9,400,4,350090004004,"Block Group 4","G5030","S",1093127,0,34.400853,-103.1982284,350090004004," Curry County"," New Mexico","Yes",220,185,84.1,215,185,86,35009000400,1420,1315,92.6,1145,1075,93.9,"Yes","Yes",35,9,400,4,0.0436363097774,0.00010717141412897,0.0436363116071656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","049","001107","1","1500000US350490011071","350490011071","1","BG","850612","0",127158,127158,35,49,1107,1,350490011071,"Block Group 1","G5030","S",850612,0,35.6481357,-105.9794205,350490011071," Santa Fe County"," New Mexico","No",150,35,23.3,35,15,42.9,35049001107,900,330,36.7,615,230,37.4,"No","No",35,49,1107,1,0.0387502277272,8.46534701395285e-05,0.0387502270747884,"350490011071",35,150,15,35,"350490011072",160,330,110,210,"350490011051",100,205,75,140,295,685,43.0656934306569,200,385,51.9480519480519
"35","043","010712","2","1500000US350430107122","350430107122","2","BG","1588301","0",126815,126815,35,43,10712,2,350430107122,"Block Group 2","G5030","S",1586173,0,35.258773,-106.7027001,350430107122," Sandoval County"," New Mexico","Yes",430,210,48.8,260,130,50,35043010712,1295,660,51,910,515,56.6,"Yes","Yes",35,43,10712,2,0.0651235487476,0.000157109045858306,0.0651235494376985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","045","943201","2","1500000US350459432012","350459432012","2","BG","1630433787","368298",126989,126989,35,45,943201,2,350459432012,"Block Group 2","G5030","S",1630433787,368298,36.1277101,-108.0101011,350459432012," San Juan County"," New Mexico","Yes",360,310,86.1,250,220,88,35045943201,1605,1235,76.9,1085,880,81.1,"Yes","Yes",35,45,943201,2,2.23550634457,0.163255979251289,2.23550633368859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","000125","2","1500000US350010001252","350010001252","2","BG","780889","0",126437,126437,35,1,125,2,350010001252,"Block Group 2","G5030","S",780890,0,35.0918165,-106.4927602,350010001252," Bernalillo County"," New Mexico","No",200,45,22.5,120,20,16.7,35001000125,590,90,15.3,335,50,14.9,"No","No",35,1,125,2,0.0385929178405,7.7190445836095e-05,0.0385929171575437,"350010001252",45,200,20,120,"350010007122",475,585,350,410,"350010001253",25,160,25,125,545,945,57.6719576719577,395,655,60.3053435114504
"35","013","001806","2","1500000US350130018062","350130018062","2","BG","2291425","0",127028,127028,35,13,1806,2,350130018062,"Block Group 2","G5030","S",2291433,0,32.0056284,-106.6099834,350130018062," Doña Ana County"," New Mexico","Yes",1515,1320,87.1,1030,910,88.3,35013001806,2435,1925,79.1,1620,1275,78.7,"Yes","Yes",35,13,1806,2,0.0656703245723,0.00021870260684409,0.0656703253523054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","025","000100","2","1500000US350250001002","350250001002","2","BG","800812","0",127033,127033,35,25,100,2,350250001002,"Block Group 2","G5030","S",827710,0,32.7070234,-103.1393941,350250001002," Lea County"," New Mexico","Yes",370,90,24.3,360,80,22.2,35025000100,935,505,54,860,435,50.6,"No","Yes",35,25,100,2,0.0435823023735,7.96031295067223e-05,0.0435823019438733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003732","1","1500000US350010037321","350010037321","1","BG","3844132","0",126482,126482,35,1,3732,1,350010037321,"Block Group 1","G5030","S",3843302,0,35.1915025,-106.5465466,350010037321," Bernalillo County"," New Mexico","No",1055,100,9.5,705,55,7.8,35001003732,2285,290,12.7,1525,130,8.5,"No","No",35,1,3732,1,0.098451889786,0.000380362331952711,0.0984518894595038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","000300","1","1500000US350010003001","350010003001","1","BG","680987","0",126452,126452,35,1,300,1,350010003001,"Block Group 1","G5030","S",680987,0,35.1026557,-106.6093306,350010003001," Bernalillo County"," New Mexico","Yes",75,30,40,60,30,50,35001000300,650,235,36.2,440,130,29.5,"Yes","No",35,1,300,1,0.034763846675,6.73238216677419e-05,0.0347638465067798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","006","974202","2","1500000US350069742022","350069742022","2","BG","642126","0",126386,126386,35,6,974202,2,350069742022,"Block Group 2","G5030","S",639825,0,35.157329,-107.8321414,350069742022," Cibola County"," New Mexico","No",235,15,6.4,165,0,0,35006974202,890,330,37.1,625,245,39.2,"No","No",35,6,974202,2,0.0357499146121,6.32963856332935e-05,0.0357499155171885,"350069742022",15,235,0,165,"350069742011",500,595,365,420,"350069742012",245,390,180,285,760,1220,62.2950819672131,545,870,62.6436781609195
"35","001","001700","2","1500000US350010017002","350010017002","2","BG","632126","0",126636,126636,35,1,1700,2,350010017002,"Block Group 2","G5030","S",632126,0,35.0777662,-106.6085936,350010017002," Bernalillo County"," New Mexico","Yes",55,40,72.7,55,40,72.7,35001001700,425,220,51.8,360,220,61.1,"Yes","Yes",35,1,1700,2,0.0323567365319,6.24744602646388e-05,0.0323567378172375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003717","2","1500000US350010037172","350010037172","2","BG","978062","518",126429,126429,35,1,3717,2,350010037172,"Block Group 2","G5030","S",978062,518,35.1424812,-106.5361779,350010037172," Bernalillo County"," New Mexico","No",450,0,0,250,0,0,35001003717,1020,130,12.7,560,50,8.9,"No","No",35,1,3717,2,0.0451315228297,9.67913344993576e-05,0.0451315224117738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","005","000900","1","1500000US350050009001","350050009001","1","BG","10693829","1538",127623,127623,35,5,900,1,350050009001,"Block Group 1","G5030","S",10692302,3061,33.4094566,-104.5736385,350050009001," Chaves County"," New Mexico","No",350,30,8.6,180,30,16.7,35005000900,685,190,27.7,470,165,35.1,"No","No",35,5,900,1,0.129461569826,0.00103667252551531,0.129461570407722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","025","000502","2","1500000US350250005022","350250005022","2","BG","455203","0",127204,127204,35,25,502,2,350250005022,"Block Group 2","G5030","S",455203,0,32.7136601,-103.1183801,350250005022," Lea County"," New Mexico","Yes",295,120,40.7,240,90,37.5,35025000502,2335,1180,50.5,1710,850,49.7,"No","Yes",35,25,502,2,0.0293905739759,4.37812022937578e-05,0.0293905734802155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","015","000402","1","1500000US350150004021","350150004021","1","BG","513305","4352",127078,127078,35,15,402,1,350150004021,"Block Group 1","G5030","S",513305,4352,32.4233146,-104.2491211,350150004021," Eddy County"," New Mexico","Yes",385,200,51.9,270,145,53.7,35015000402,1320,620,47,910,440,48.4,"Yes","No",35,15,402,1,0.027224594366,4.96306984132389e-05,0.0272245949200722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","043","010723","2","1500000US350430107232","350430107232","2","BG","2282876","0",126325,126325,35,43,10723,2,350430107232,"Block Group 2","G5030","S",2282876,0,35.3105316,-106.7118443,350430107232," Sandoval County"," New Mexico","Yes",1430,685,47.9,1180,615,52.1,35043010723,4130,1730,41.9,2920,1370,46.9,"Yes","No",35,43,10723,2,0.0917902223774,0.000226258214070185,0.0917902240736857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","043","940900","2","1500000US350439409002","350439409002","2","BG","539889922","12831",126963,126963,35,43,940900,2,350439409002,"Block Group 2","G5030","S",539866489,12830,35.8240175,-107.216035,350439409002," Sandoval County"," New Mexico","Yes",565,500,88.5,330,295,89.4,35043940900,900,805,89.4,565,515,91.2,"Yes","Yes",35,43,940900,2,1.23502719737,0.0538457182310594,1.23502719662412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","000124","4","1500000US350010001244","350010001244","4","BG","602990","0",127319,127319,35,1,124,4,350010001244,"Block Group 4","G5030","S",602990,0,35.0963746,-106.5536323,350010001244," Bernalillo County"," New Mexico","No",295,75,25.4,245,50,20.4,35001000124,720,330,45.8,645,295,45.7,"No","No",35,1,124,4,0.040374672584,5.96086267705687e-05,0.0403746730575547,"350010001244",75,295,50,245,"350010006011",130,180,130,180,"350010001242",115,120,115,120,320,595,53.781512605042,295,545,54.1284403669725
"35","047","957500","4","1500000US350479575004","350479575004","4","BG","957720146","11841",126375,126375,35,47,957500,4,350479575004,"Block Group 4","G5030","S",957716570,11841,35.3733838,-105.1229123,350479575004," San Miguel County"," New Mexico","Yes",185,75,40.5,105,55,52.4,35047957500,985,440,44.7,605,260,43,"Yes","No",35,47,957500,4,1.65740502845,0.0949526491890538,1.65740502276374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","035","000303","3","1500000US350350003033","350350003033","3","BG","182711","0",127213,127213,35,35,303,3,350350003033,"Block Group 3","G5030","S",181763,0,32.9169165,-105.9455207,350350003033," Otero County"," New Mexico","Yes",50,4,8,40,4,10,35035000303,420,275,65.5,355,225,63.4,"No","Yes",35,35,303,3,0.0173989202827,1.7521100517115e-05,0.0173989226572714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","004728","1","1500000US350010047281","350010047281","1","BG","424394","0",126664,126664,35,1,4728,1,350010047281,"Block Group 1","G5030","S",424397,0,35.1483765,-106.6999952,350010047281," Bernalillo County"," New Mexico","No",365,60,16.4,275,60,21.8,35001004728,1040,205,19.7,760,165,21.7,"No","No",35,1,4728,1,0.0276655885271,4.19800035160733e-05,0.0276655899530981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","035","000305","1","1500000US350350003051","350350003051","1","BG","421202","0",127220,127220,35,35,305,1,350350003051,"Block Group 1","G5030","S",416637,0,32.9051434,-105.9404209,350350003051," Otero County"," New Mexico","Yes",265,190,71.7,200,155,77.5,35035000305,1255,780,62.2,940,540,57.4,"Yes","Yes",35,35,305,1,0.0250849390796,4.01567115204671e-05,0.0250849387589209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003714","3","1500000US350010037143","350010037143","3","BG","628560","0",126407,126407,35,1,3714,3,350010037143,"Block Group 3","G5030","S",628561,0,35.1344746,-106.5822466,350010037143," Bernalillo County"," New Mexico","Yes",550,480,87.3,400,330,82.5,35001003714,1165,610,52.4,825,435,52.7,"Yes","Yes",35,1,3714,3,0.0330957812347,6.21648671312869e-05,0.0330957803887278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","049","010315","2","1500000US350490103152","350490103152","2","BG","849390","0",127543,127543,35,49,10315,2,350490103152,"Block Group 2","G5030","S",849408,0,35.6258717,-105.9924224,350490103152," Santa Fe County"," New Mexico","No",220,45,20.5,135,45,33.3,35049010315,505,160,31.7,315,135,42.9,"No","No",35,49,10315,2,0.0455946929598,8.45109409510769e-05,0.0455946926204914,"350490103152",45,220,45,135,"350490106011",605,1235,425,785,"350490103151",115,285,90,180,765,1740,43.9655172413793,560,1100,50.9090909090909
"35","009","000601","2","1500000US350090006012","350090006012","2","BG","1793205","0",127509,127509,35,9,601,2,350090006012,"Block Group 2","G5030","S",1793205,0,34.4294595,-103.625073,350090006012," Curry County"," New Mexico","Yes",105,75,71.4,95,70,73.7,35009000601,270,120,44.4,220,110,50,"Yes","Yes",35,9,601,2,0.055340611189,0.000175866008476078,0.055340611470199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003738","1","1500000US350010037381","350010037381","1","BG","332938","0",126888,126888,35,1,3738,1,350010037381,"Block Group 1","G5030","S",332938,0,35.1508218,-106.5227374,350010037381," Bernalillo County"," New Mexico","Yes",295,175,59.3,250,175,70,35001003738,1120,580,51.8,700,370,52.9,"Yes","Yes",35,1,3738,1,0.0270328814906,3.29341619362822e-05,0.027032881010525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003723","2","1500000US350010037232","350010037232","2","BG","694542","0",126737,126737,35,1,3723,2,350010037232,"Block Group 2","G5030","S",694547,0,35.1705376,-106.564387,350010037232," Bernalillo County"," New Mexico","No",170,55,32.4,120,45,37.5,35001003723,1150,275,23.9,800,125,15.6,"No","No",35,1,3723,2,0.0334037703977,6.87211413605837e-05,0.0334037705709181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","003723","4","1500000US350010037234","350010037234","4","BG","598877","0",126681,126681,35,1,3723,4,350010037234,"Block Group 4","G5030","S",598877,0,35.1632631,-106.5732616,350010037234," Bernalillo County"," New Mexico","No",25,10,40,15,0,0,35001003723,1150,275,23.9,800,125,15.6,"No","No",35,1,3723,4,0.0320153276118,5.92500509810634e-05,0.0320153284515751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","045","942801","3","1500000US350459428013","350459428013","3","BG","974634883","1331233",126353,126353,35,45,942801,3,350459428013,"Block Group 3","G5030","S",970618166,3801379,36.7543416,-108.8167017,350459428013," San Juan County"," New Mexico","Yes",315,185,58.7,225,125,55.6,35045942801,695,430,61.9,460,280,60.9,"Yes","Yes",35,45,942801,3,2.1895637664,0.0983340939178561,2.18956376455736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","027","960400","1","1500000US350279604001","350279604001","1","BG","1886977891","15389",127107,127107,35,27,960400,1,350279604001,"Block Group 1","G5030","S",1886977844,15389,33.3066984,-105.1118591,350279604001," Lincoln County"," New Mexico","Yes",415,265,63.9,290,195,67.2,35027960400,1555,890,57.2,1120,715,63.8,"Yes","Yes",35,27,960400,1,2.32234380298,0.182734735239592,2.32234380153815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","000713","1","1500000US350010007131","350010007131","1","BG","453840","0",127652,127652,35,1,713,1,350010007131,"Block Group 1","G5030","S",453840,0,35.0670931,-106.503398,350010007131," Bernalillo County"," New Mexico","Yes",390,305,78.2,360,275,76.4,35001000713,1680,1415,84.2,1410,1160,82.3,"Yes","Yes",35,1,713,1,0.0361326143684,4.48484088337864e-05,0.0361326129919597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","004737","1","1500000US350010047371","350010047371","1","BG","1385779","0",126530,126530,35,1,4737,1,350010047371,"Block Group 1","G5030","S",1385792,0,35.0304639,-106.7483927,350010047371," Bernalillo County"," New Mexico","Yes",1425,790,55.4,1090,595,54.6,35001004737,2770,1505,54.3,1945,1040,53.5,"Yes","Yes",35,1,4737,1,0.0654531042659,0.000136883586492331,0.065453103847143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","047","957800","2","1500000US350479578002","350479578002","2","BG","5138396","6746",126752,126752,35,47,957800,2,350479578002,"Block Group 2","G5030","S",5134205,6746,35.6349534,-105.2365412,350479578002," San Miguel County"," New Mexico","Yes",315,225,71.4,135,105,77.8,35047957800,960,515,53.6,610,360,59,"Yes","Yes",35,47,957800,2,0.0986204343019,0.000511548955500984,0.0986204338489585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","045","000505","4","1500000US350450005054","350450005054","4","BG","1817744","0",126991,126991,35,45,505,4,350450005054,"Block Group 4","G5030","S",1817743,0,36.7350234,-108.3400091,350450005054," San Juan County"," New Mexico","No",480,65,13.5,295,20,6.8,35045000505,1895,465,24.5,1135,280,24.7,"No","No",35,45,505,4,0.0978132239403,0.000183387580818817,0.0978132250177633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","004739","2","1500000US350010047392","350010047392","2","BG","1223577","1508",126867,126867,35,1,4739,2,350010047392,"Block Group 2","G5030","S",1223577,1508,35.067605,-106.7363954,350010047392," Bernalillo County"," New Mexico","Yes",1695,1165,68.7,1165,855,73.4,35001004739,2675,1785,66.7,1855,1315,70.9,"Yes","Yes",35,1,4739,2,0.0457674895436,0.000121065286293742,0.0457674899201755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","055","940100","5","1500000US350559401005","350559401005","5","BG","1486521","0",126599,126599,35,55,940100,5,350559401005,"Block Group 5","G5030","S",1486521,0,36.4142838,-105.57518,350559401005," Taos County"," New Mexico","Yes",160,130,81.3,125,105,84,35055940100,2005,1070,53.4,1310,675,51.5,"Yes","Yes",35,55,940100,5,0.0513645974225,0.00014936039474378,0.0513645974027164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","015","001000","2","1500000US350150010002","350150010002","2","BG","723246","0",127085,127085,35,15,1000,2,350150010002,"Block Group 2","G5030","S",723246,0,32.8514951,-104.4028791,350150010002," Eddy County"," New Mexico","No",400,55,13.8,365,50,13.7,35015001000,2115,970,45.9,1720,785,45.6,"No","No",35,15,1000,2,0.0348989418053,6.96674298978905e-05,0.0348989405496872,"350150010002",55,400,50,365,"350150010004",330,330,330,330,"350150010001",350,560,220,390,735,1290,56.9767441860465,600,1085,55.2995391705069
"35","047","957500","2","1500000US350479575002","350479575002","2","BG","431655174","4263453",126754,126754,35,47,957500,2,350479575002,"Block Group 2","G5030","S",431655190,4263453,35.7759859,-105.2345067,350479575002," San Miguel County"," New Mexico","No",180,70,38.9,165,70,42.4,35047957500,985,440,44.7,605,260,43,"No","No",35,47,957500,2,1.3418240213,0.0434528309688176,1.34182401161503,"350479575002",70,180,70,165,"350339552005",160,185,110,135,"350479575003",295,425,130,200,525,790,66.4556962025316,310,500,62
"35","051","962200","2","1500000US350519622002","350519622002","2","BG","3847552","0",127654,127654,35,51,962200,2,350519622002,"Block Group 2","G5030","S",3857069,0,33.1409707,-107.2335557,350519622002," Sierra County"," New Mexico","No",295,60,20.3,145,50,34.5,35051962200,530,230,43.4,305,150,49.2,"No","No",35,51,962200,2,0.0998994591299,0.000372730944945943,0.0998994625937529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"35","001","001900","1","1500000US350010019001","350010019001","1","BG","698817","0",126640,126640,35,1,1900,1,350010019001,"Block Group 1","G5030","S",698817,0,35.0880289,-106.6303922,350010019001," Bernalillo County"," New Mexico","No",80,4,5,35,0,0,35001001900,80,4,5,35,0,0,"No","No",35,1,1900,1,0.0322121656,6.907475085427e-05,0.0322121651489946,"350010019001",4,80,0,35,"350010015001",0,30,0,4,"350010020002",395,410,255,265,399,520,76.7307692307692,255,304,83.8815789473684
